PARENTSITE,PARENTSITE_ID,SUBSITE,SUBSITE_ID,MML_ID,BEACH_NO,FROM_TO,NO_RPT,REGION,REGNO,RCA,E_W_144,ROOK,TREND_70,TREND_90,TREND_00,CH_93R,PUPS_50,CH_PROPOSEDR,CH_93HO,NP_BRD_200,NP_NONBRD_100,CH_PROPOSEDHO,LAT,LON,HEM,SITE_ORIG/A-B,COMPLEX_ORIG,PUP,JUV,GPSID,IS_NO,SITE_NO,SEQ_NO,REDUNDANT,SUBSTR_CODE,SUBSTR_DESCR,ORIENT,NOTES,,
AMAK+ROCKS,610,AMAK+ROCKS,A,302A,1,FROM,1,E ALEU,9,6,W,0,1,1,1,,,,1,1,1,1,55.429,-163.172,W,AMAK+ROCKS/A,AMAK+ROCKS,1,1,AMAK1,55,0,184,,4,SLAB-ROCK ,"""W,NW""",,,
AMAK+ROCKS,610,AMAK+ROCKS/B,B,302B,2,,0,E ALEU,9,6,W,0,1,1,1,,,,1,1,1,1,55.436,-163.142,W,AMAK+ROCKS/B,AMAK+ROCKS,1,1,AMAK1,55,0,184,,4,SLAB-ROCK ,"""W,NW""",,,
AMAK+ROCKS,610,AMAK+ROCKS/C,C,302C,3,TO,0,E ALEU,9,6,W,0,1,1,1,,,,1,1,1,1,55.450,-163.160,W,AMAK+ROCKS/C,AMAK+ROCKS,1,1,AMAK1,55,0,184,,4,SLAB-ROCK ,"""W,NW""",,,
AVATANAK,611,AVATANAK/NE,A,593,,,1,E ALEU,9,6,W,0,0,0,0,,,,,,,,54.092,-165.270,W,AVATANAK/NE,AVATANAK,,,,,,,,,,,,,
AVATANAK,611,AVATANAK/S,B,591,,,1,E ALEU,9,6,W,0,0,0,0,,,,,,,,54.038,-165.299,W,AVATANAK/S,AVATANAK,,,,,,,,,,,,,
AVATANAK,611,AVATANAK/SE,C,592,,,1,E ALEU,9,6,W,0,0,0,0,,,,,,,,54.065,-165.228,W,AVATANAK/SE,AVATANAK,,,,,,,,,,,,,
BABY,612,BABY,A,328,,,1,E ALEU,9,6,W,0,0,0,0,,,,,,,,53.992,-166.067,W,BABY,,,,BABYI,462,0,205,,,,,,,
BASALT ROCK,613,BASALT ROCK,A,313,,,1,E ALEU,9,6,W,0,0,0,1,,,,,,,,54.108,-165.376,W,BASALT ROCK,,,,BASLT,277,0,193,,4,SLAB-ROCK ,SW,,,
BOGOSLOF/FIRE ISLAND,614,BOGOSLOF/FIRE ISLAND,A,344,,,1,E ALEU,9,6,W,1,1,1,1,1,1,1,,,,,53.928,-168.034,W,BOGOSLOF/FIRE ISLAND,,1,,BOGOS,684,0,220,,1,SANDY BEAC,"""S,E""",,,
EGG,617,EGG,A,330,1,FROM,1,E ALEU,9,6,W,0,0,1,1,,,,,,,,53.867,-166.042,W,EGG,EGG,,,EGGIS,536,0,207,,4,SLAB-ROCK ,E,,,
EGG,617,EGG/SE Tip,B,597,2,,0,E ALEU,9,6,W,0,0,1,1,,,,,,,,53.858,-166.042,W,EGG/SE Tip,EGG,,,,,,,,,,,,,
EGG,617,EGG/West,C,598,3,TO,0,E ALEU,9,6,W,0,0,1,1,,,,,,,,53.861,-166.062,W,EGG/West,EGG,,,,,,,,,,,,,
EMERALD,618,EMERALD,A,351,,,1,E ALEU,9,6,W,0,0,0,1,,,,1,1,,1,53.292,-167.858,W,EMERALD,,,,EMRLD,758,0,226,,4,SM ROCKY I,,,,
INNER SIGNAL,620,INNER SIGNAL,A,332,,,1,E ALEU,9,6,W,0,0,0,1,,,,,,,,53.788,-166.091,W,INNER SIGNAL,,,,ISIGN,610,0,209,,4,SLAB-ROCK ,,,,
KALIGAGAN,715,KALIGAGAN,A,309,,,1,E ALEU,9,7,W,0,0,0,1,,,,,,,,54.142,-164.908,W,KALIGAGAN,,,,KALIG,203,0,189,,3,ROCKY,,,,
OGCHUL,622,OGCHUL,A,354,,,1,E ALEU,9,6,W,1,1,1,1,1,1,1,,,,,52.995,-168.404,W,OGCHUL,,1,,OGCHU,869,0,229,,4,SLAB-ROCK ,SE,,"check this 93 CH include these with ""ushagat""",
OLD MAN ROCKS,623,OLD MAN ROCKS,A,329,,,1,E ALEU,9,6,W,0,0,1,1,,,,1,1,1,1,53.870,-166.082,W,OLD MAN ROCKS,,,1,OLDMN,499,0,206,,4,SLAB-ROCK ,W,,,
OUTER SIGNAL,625,OUTER SIGNAL,A,331,,,1,E ALEU,9,6,W,0,0,1,1,,,,,,1,1,53.804,-166.049,W,OUTER SIGNAL,,,,OSIGN,573,0,208,,4,SLAB-ROCK ,,,,
POLIVNOI ROCK,626,POLIVNOI ROCK,A,352,,,1,E ALEU,9,6,W,0,0,1,1,,,,1,,1,1,53.266,-167.967,W,POLIVNOI ROCK,,,,POLIV,795,0,227,,4,SM ROCKY I,,,,
ROCK,723,ROCK,A,293,,,1,E ALEU,9,7,W,0,0,1,1,,,,,,,,54.613,-163.632,W,ROCK,,,,ROCKI,959,0,176,,,,,,,
ROOTOK,627,ROOTOK/EAST,A,315,,,1,E ALEU,9,6,W,0,0,1,1,,,,,1,1,1,54.048,-165.492,W,ROOTOK/EAST,ROOTOK,,,RTOKE,314,1,194.1,2,6,OFFSHORE R,,,,
ROOTOK,627,ROOTOK/NORTH,B,316,,,1,E ALEU,9,6,W,0,0,1,1,,,,,1,1,1,54.065,-165.532,W,ROOTOK/NORTH,ROOTOK,,,RTOKN,314,2,194.2,2,5,OFFSHORE S,,,,
SAMALGA,629,SAMALGA,A,356,,,1,E ALEU,9,6,W,0,0,0,0,,,,,1,,1,52.767,-169.250,W,SAMALGA,,,,SAMAL,943,0,231,,3,ROCKY,,,,
SEA LION ROCK (AMAK),630,SEA LION ROCK (AMAK),A,303,,,1,E ALEU,9,6,W,1,1,1,1,1,1,1,,,,,55.464,-163.202,W,SEA LION ROCK (AMAK),,1,,SLR3A,92,0,185,,4,SLAB-ROCK ,S,,,
TANGINAK,640,TANGINAK,A,317,,,1,E ALEU,9,6,W,0,0,1,1,,,,1,1,1,1,54.200,-165.323,W,TANGINAK,,,,TANGI,351,0,197,,4,SLAB-ROCK ,SW,,,
THE PILLARS,641,THE PILLARS,A,353,,,1,E ALEU,9,6,W,0,0,1,1,,,,,,,,53.190,-168.240,W,THE PILLARS,,,,PLLRS,832,0,228,,4,SM ROCKY I,,,,
TIGALDA/ROCKS NE,732,TIGALDA/ROCKS NE,A,311A,1,FROM,1,E ALEU,9,7,W,0,0,1,1,,,,1,1,1,1,54.160,-164.983,W,TIGALDA/ROCKS NE/A,TIGALDA/ROCKS NE,1,1,TIGL1,240,1,190,,"""5,6""","""OFFSHORE ",,,,
TIGALDA/ROCKS NE,732,TIGALDA/ROCKS NE/B,B,311B,2,TO,0,E ALEU,9,7,W,0,0,1,1,,,,1,1,1,1,54.152,-164.953,W,TIGALDA/ROCKS NE/B,TIGALDA/ROCKS NE,1,1,TIGL1,240,1,190,,"""5,6""","""OFFSHORE ",,,,
TIGALDA/SOUTH SIDE,733,TIGALDA/SOUTH SIDE,A,312,,,1,E ALEU,9,7,W,0,0,1,1,,,,,,,,54.063,-165.090,W,TIGALDA/SOUTH SIDE,,,1,TIGSO,240,2,191,,5,OFFSHORE S,W,,,
UGAMAK,735,UGAMAK/NORTH,A,305A,1,FROM,1,E ALEU,9,7,W,1,1,1,1,1,1,1,,,,,54.226,-164.776,W,UGAMAK/NORTH/A,UGAMAK,1,,UKMKN,129,1,186.2,2,"""2,4""","""COBBLE BE","""S,N""",,,
UGAMAK,735,UGAMAK/NORTH/B,B,305B,2,TO,0,E ALEU,9,7,W,1,1,1,1,1,1,1,,,,,54.225,-164.793,W,UGAMAK/NORTH/B,UGAMAK,1,,UKMKN,129,1,186.2,2,"""2,4""","""COBBLE BE","""S,N""",,,
UGAMAK,735,UGAMAK/ROUND,C,307,,,1,E ALEU,9,7,W,1,1,1,1,1,1,1,,,,,54.201,-164.778,W,UGAMAK/ROUND,UGAMAK,1,,ROUND,129,3,186.6,2,4,SLAB-ROCK ,SE,,,
UGAMAK,735,UGAMAK/SW,D,603,,,1,E ALEU,9,7,W,1,1,1,1,1,,1,,,,,54.189,-164.867,W,UGAMAK/SW,UGAMAK,1,,,,,,,,,,,,
UGAMAK,735,UGAMAK/UGAMAK BAY,E,306A,1,FROM,1,E ALEU,9,7,W,1,1,1,1,1,1,1,,,,,54.209,-164.774,W,UGAMAK/UGAMAK BAY/A,UGAMAK,1,,UGAM1,129,2,186.4,2,"""2,4""","""COBBLE BE","""S,N""",,,
UGAMAK,735,UGAMAK/UGAMAK BAY/B,F,306B,2,TO,0,E ALEU,9,7,W,1,1,1,1,1,1,1,,,,,54.214,-164.786,W,UGAMAK/UGAMAK BAY/B,UGAMAK,1,,UGAM1,129,2,186.4,2,"""2,4""","""COBBLE BE","""S,N""",,,
UMNAK/AGULIUK POINT,644,UMNAK/AGULIUK POINT,A,349,,,1,E ALEU,9,6,W,0,0,0,0,,,,,,,,53.483,-168.333,W,UMNAK/AGULIUK POINT,,,,AGULI,721,4,224,,(4),(SLAB-ROCK,(W),,,
UMNAK/CAPE ASLIK,645,UMNAK/CAPE ASLIK,A,350,,,1,E ALEU,9,6,W,0,1,1,1,,,,1,1,,1,53.417,-168.408,W,UMNAK/CAPE ASLIK,,,,ASLIK,721,5,225,,5,OFFSHORE S,W,,,
UMNAK/CAPE CHAGAK,646,UMNAK/CAPE CHAGAK,A,348,,,1,E ALEU,9,6,W,0,0,0,0,,,,,,,,53.533,-168.233,W,UMNAK/CAPE CHAGAK,,,,CHAGK,721,3,223,,(4),(SLAB-ROCK,(W),,,
UMNAK/CAPE IDAK,647,UMNAK/CAPE IDAK,A,346,,,1,E ALEU,9,6,W,0,0,0,0,,,,,,,,53.517,-167.800,W,UMNAK/CAPE IDAK,,,,CIDAK,721,1,221,,,,,,,
UMNAK/CAPE UDAK,648,UMNAK/CAPE UDAK,A,604,,,1,E ALEU,9,6,W,0,0,0,0,,,,,,,,52.903,-168.775,W,UMNAK/CAPE UDAK,,,,,,,,,,,,,,
UMNAK/REINDEER POINT,649,UMNAK/REINDEER POINT,A,347,,,1,E ALEU,9,6,W,0,0,0,0,,,,,,,,53.550,-168.150,W,UMNAK/REINDEER POINT,,,,REIND,721,2,222,,(5),(OFFSHORE ,(W),,,
UNALASKA/BISHOP POINT,650,UNALASKA/BISHOP POINT,A,337A,1,FROM,1,E ALEU,9,6,W,0,0,1,1,,,,,1,1,1,53.973,-166.958,W,UNALASKA/BISHOP POINT/A,UNALASKA/BISHOP POINT,1,1,BISHP,647,4,213,,4,SLAB-ROCK ,"""W,N""",,,
UNALASKA/BISHOP POINT,650,UNALASKA/BISHOP POINT/B,B,337B,2,TO,0,E ALEU,9,6,W,0,0,1,1,,,,,1,1,1,53.973,-166.956,W,UNALASKA/BISHOP POINT/B,UNALASKA/BISHOP POINT,1,1,BISHP,647,4,213,,4,SLAB-ROCK ,"""W,N""",,,
UNALASKA/BRUNDAGE HEAD,651,UNALASKA/BRUNDAGE HEAD,A,557,,,1,E ALEU,9,6,W,0,0,0,0,,,,,,,,53.933,-166.202,W,UNALASKA/BRUNDAGE HEAD,,,,,647,11,,,,,,SITE FOUND 11 MAY 2006,,
UNALASKA/CAPE IZIGAN,652,UNALASKA/CAPE IZIGAN,A,343,,,1,E ALEU,9,6,W,1,0,1,1,,1,1,,1,1,,53.228,-167.654,W,UNALASKA/CAPE IZIGAN,,1,1,IZIGN,647,10,219,,5,OFFSHORE S,SE,,,
UNALASKA/CAPE SEDANKA,653,UNALASKA/CAPE SEDANKA,A,334,,,1,E ALEU,9,6,W,0,0,1,1,,,,1,1,1,1,53.842,-166.083,W,UNALASKA/CAPE SEDANKA,,,,SEDNK,647,1,210,,,,,,,
UNALASKA/CAPE STARICHKOF,654,UNALASKA/CAPE STARICHKOF,A,340,,,1,E ALEU,9,6,W,0,0,0,1,,,,,1,,1,53.692,-167.073,W,UNALASKA/CAPE STARICHKOF,,,,STARI,647,7,216,,,,,,,
UNALASKA/CAPE WISLOW,655,UNALASKA/CAPE WISLOW,A,336,,,1,E ALEU,9,6,W,0,0,0,1,,,,,,,,54.017,-166.750,W,UNALASKA/CAPE WISLOW,,,,WISLO,647,3,212,,,,,,,
UNALASKA/KOVRIZHKA,656,UNALASKA/KOVRIZHKA,A,338,,,1,E ALEU,9,6,W,0,0,0,1,,,,,,,,53.847,-167.167,W,UNALASKA/KOVRIZHKA,,,,KOVRZ,647,5,214,,,,,,,
UNALASKA/MAKUSHIN BAY,657,UNALASKA/MAKUSHIN BAY,A,339,,,1,E ALEU,9,6,W,0,0,1,1,,,,,,,,53.714,-167.016,W,UNALASKA/MAKUSHIN BAY,UNALASKA/MAKUSHIN BAY,,,MAKUS,647,6,215,,6,OFFSHORE R,"""W,N""",,,
UNALASKA/MAKUSHIN BAY,657,UNALASKA/W OF MAKUSHIN BAY,B,607,,,1,E ALEU,9,6,W,0,0,1,1,,,,,,,,53.782,-167.072,W,UNALASKA/W OF MAKUSHIN BAY,UNALASKA/MAKUSHIN BAY,,,,,,,,,,,,,
UNALASKA/POINT KADIN,658,UNALASKA/POINT KADIN,A,623,,,1,E ALEU,9,6,W,0,0,0,0,,,,,,,,53.926,-167.078,W,UNALASKA/POINT KADIN,,,,,647,11,,,,,,,,
UNALASKA/PRIEST ROCK,659,UNALASKA/PRIEST ROCK,A,335,,,1,E ALEU,9,6,W,0,0,0,1,,,,,,,,54.008,-166.377,W,UNALASKA/PRIEST ROCK,,,,PRSTR,647,2,211,,6,OFFSHORE R,,,,
UNALASKA/SPRAY CAPE,660,UNALASKA/SPRAY CAPE,A,341,,,1,E ALEU,9,6,W,0,0,1,1,,,,,,1,1,53.617,-167.158,W,UNALASKA/SPRAY CAPE,,,,SPRAY,647,8,217,,3,ROCKY,,,,
UNALASKA/WHALEBONE CAPE,661,UNALASKA/WHALEBONE CAPE,A,342,,,1,E ALEU,9,6,W,0,0,0,1,,,,,,,,53.483,-166.667,W,UNALASKA/WHALEBONE CAPE,,,,WHLBN,647,9,218,,,,,,,
UNIMAK/CAPE LAZAREF,739,UNIMAK/CAPE LAZAREF,A,295,,,1,E ALEU,9,7,W,0,0,0,1,,,,,,,,54.608,-163.588,W,UNIMAK/CAPE LAZAREF,,,,LAZRF,18,1,177,,,,,,,
UNIMAK/CAPE LUTKE,740,UNIMAK/CAPE LUTKE,A,296,,,1,E ALEU,9,7,W,0,0,0,1,,,,,,,,54.473,-164.345,W,UNIMAK/CAPE LUTKE,,,,LUTKE,18,2,178,,,,,,,
UNIMAK/CAPE SARICHEF,662,UNIMAK/CAPE SARICHEF,A,299,,,1,E ALEU,9,6,W,0,0,1,1,,,,,1,1,1,54.572,-164.947,W,UNIMAK/CAPE SARICHEF,UNIMAK/CAPE SARICHEF,1,1,SARCH,18,5,181,,4,SLAB-ROCK ,W,,,
UNIMAK/CAPE SARICHEF,662,UNIMAK/CAPE SARICHEF N,B,605,,,1,E ALEU,9,6,W,0,0,1,1,,,,,1,1,1,54.594,-164.933,W,UNIMAK/CAPE SARICHEF N,UNIMAK/CAPE SARICHEF,1,,,,,,,,,,,,
UNIMAK/CAVE POINT,663,UNIMAK/CAVE POINT,A,300,,,1,E ALEU,9,6,W,0,0,0,0,,,,,,,,54.785,-164.623,W,UNIMAK/CAVE POINT,,,,CAVEP,18,6,182,,,,,,,
UNIMAK/OKSENOF POINT,664,UNIMAK/OKSENOF POINT,A,301,,,1,E ALEU,9,6,W,0,0,0,1,,,,,1,1,1,54.888,-164.558,W,UNIMAK/OKSENOF POINT,UNIMAK/OKSENOF POINT,1,,OKSEN,18,7,183,,"""4,3""","""SLAB-ROCK",NE,,,
UNIMAK/OKSENOF POINT,664,UNIMAK/S OF OKSENOF POINT,B,606,,,1,E ALEU,9,6,W,0,0,0,1,,,,,1,1,1,54.869,-164.561,W,UNIMAK/S OF OKSENOF POINT,UNIMAK/OKSENOF POINT,1,,,,,,,,,,extend 15 CH to this site since we add?,,
UNIMAK/SCOTCH CAP,665,UNIMAK/SCOTCH CAP,A,297,,,1,E ALEU,9,6,W,0,0,0,1,,,,,,,,54.397,-164.763,W,UNIMAK/SCOTCH CAP,,,,SCCAP,18,3,179,,,ROCKY,,,,
UNIMAK/SENNETT POINT,666,UNIMAK/SENNETT POINT,A,298,,,1,E ALEU,9,6,W,0,0,0,1,,,,,,,,54.483,-164.920,W,UNIMAK/SENNETT POINT,,,,SENNT,18,4,180,,,,,,,
UNIMAK/SENNETT POINT,666,UNIMAK/SENNETT POINT N,B,298B,,,1,E ALEU,9,6,W,0,0,0,1,,,,,,,,54.513,-164.916,W,UNIMAK/SENNETT POINT,,,,SENNT,18,4,180,,,,,ADDED 10/10/2018 FROM 2018 ASSLAP NOTES,,
VSEVIDOF,667,VSEVIDOF,A,355,,,1,E ALEU,9,6,W,0,1,1,1,,,,,,,,52.979,-168.445,W,VSEVIDOF,,,1,VSEVI,906,0,230,,5,OFFSHORE S,S,,,
CAPE NEWENHAM,615,CAPE NEWENHAM,A,486,,,1,E ALEU (BERING),9,6,W,0,,,0,,,,1,1,1,1,58.650,-162.175,W,CAPE NEWENHAM,,,,,643,0,407,,,,,,,
HALL,619,HALL,A,487,,,1,E ALEU (BERING),9,6,W,0,,,0,,,,1,,1,1,60.617,-173.000,W,HALL,,,,,786,0,408,,,,,,,
OTTER ISLAND,624,OTTER ISLAND,A,588,,,1,E ALEU (BERING),9,6,W,0,0,0,0,,,,,,,,57.049,-170.396,W,OTTER ISLAND,,,,,,,,,,,,,,
ROUND (WALRUS IS),628,ROUND (WALRUS IS),A,485,,,1,E ALEU (BERING),9,6,W,0,,,0,,,,1,1,1,1,58.600,-159.967,W,ROUND (WALRUS IS),,,,,500,0,406,,,,,,,
ST. GEORGE/DALNOI POINT,631,ST. GEORGE/DALNOI POINT,A,480,,,1,E ALEU (BERING),9,6,W,0,0,0,0,,,,1,,1,1,56.600,-169.767,W,ST. GEORGE/DALNOI POINT,,1,,,71,2,402,,,,,,,
ST. GEORGE/KITOSILOX,632,ST. GEORGE/KITOSILOX,A,610,,,1,E ALEU (BERING),9,6,W,0,,,0,,,,,1,,1,56.598,-169.476,W,ST. GEORGE/KITOSILOX,,,,,71,3,,,,,,,,
ST. GEORGE/SOUTH ROOKERY,633,ST. GEORGE/SOUTH ROOKERY,A,479,,,1,E ALEU (BERING),9,6,W,0,,,0,,,,1,1,1,1,56.558,-169.667,W,ST. GEORGE/SOUTH ROOKERY,,,,,71,1,401,,,,,,,
ST. LAWRENCE/S. PUNUK,634,ST. LAWRENCE/S. PUNUK,A,489,,,1,E ALEU (BERING),9,6,W,0,,,0,,,,1,,1,1,63.067,-168.850,W,ST. LAWRENCE/S. PUNUK,,,,,929,1,409,,,,,,,
ST. LAWRENCE/SIVUONOK,635,ST. LAWRENCE/SIVUONOK,A,609,,,1,E ALEU (BERING),9,6,W,0,,,0,,,,,,1,1,63.677,-171.590,W,ST. LAWRENCE/SIVUONOK,,,,,929,3,,,,,,,,
ST. LAWRENCE/SW CAPE,636,ST. LAWRENCE/SW CAPE,A,490,,,1,E ALEU (BERING),9,6,W,0,,,0,,,,1,,1,1,63.300,-171.433,W,ST. LAWRENCE/SW CAPE,,,,,929,2,410,,,,,,,
ST. PAUL/NE POINT,637,ST. PAUL/NE POINT,A,483,,,1,E ALEU (BERING),9,6,W,0,,,0,,,,1,,,1,57.250,-170.108,W,ST. PAUL/NE POINT,,,,,214,2,404,,,,,,,
ST. PAUL/SEA LION ROCK,638,ST. PAUL/SEA LION ROCK,A,482,,,1,E ALEU (BERING),9,6,W,0,0,0,0,,,,1,1,,1,57.100,-170.292,W,ST. PAUL/SEA LION ROCK,,1,,,214,1,403,,,,,,,
SUMMIT,639,SUMMIT,A,618,,,1,E ALEU (BERING),9,6,W,0,,,,,,,,,,,58.826,-160.184,W,SUMMIT,,,,,,,,,,,,,,
THE TWINS,642,THE TWINS,A,619A,,,1,E ALEU (BERING),9,6,W,0,,,,,,,,,,,58.59667,-160.3075,W,THE TWINS/A,THE TWINS,,,,,,,,,,,,,
THE TWINS,642,THE TWINS/B,B,619B,,,1,E ALEU (BERING),9,6,W,0,,,,,,,,,,,58.59,-160.317,W,THE TWINS/B,THE TWINS,,,,,,,,,,,,,
WALRUS,668,WALRUS,A,484,,,1,E ALEU (BERING),9,6,W,1,0,0,0,1,1,1,,,,,57.183,-169.933,W,WALRUS,,1,,,357,0,405,,,,,,,
AIALIK CAPE,1001,AIALIK CAPE,A,184,,,1,E GULF,6,10,W,0,0,1,1,,,,,,,,59.705,-149.524,W,AIALIK CAPE,AIALIK CAPE,1,,AIALK,779,0,78,,6,OFFSHORE R,S,,,
AIALIK CAPE,1001,NO NAME,B,563A,1,FROM,1,E GULF,6,10,W,0,0,1,1,,,,,,,,59.720,-149.511,W,NO NAME/A,AIALIK CAPE,1,,,,,,,,,,,,
AIALIK CAPE,1001,NO NAME/B,C,563B,2,TO,0,E GULF,6,10,W,0,0,1,0,,,,,,,,59.717,-149.507,W,NO NAME/B,AIALIK CAPE,1,,,,,,,,,,,,
CAPE FAIRFIELD,1002,CAPE FAIRFIELD,A,181,,,1,E GULF,6,10,W,0,0,1,1,,,,,,,,59.923,-148.837,W,CAPE FAIRFIELD,,1,,FAIRF,665,0,75,,6,OFFSHORE R,S,,,
CAPE HINCHINBROOK,1003,CAPE HINCHINBROOK,A,165,,,1,E GULF,6,10,W,0,0,1,1,,,,,1,,1,60.233,-146.642,W,CAPE HINCHINBROOK,,1,,HINCH,133,0,61,,,,,,,
CAPE JUNKEN,1004,CAPE JUNKEN,A,180,,,1,E GULF,6,10,W,0,0,0,1,,,,,,,,59.913,-148.643,W,CAPE JUNKEN,,1,,JUNKN,627,0,74,,,,,,,
CAPE PUGET,1005,CAPE PUGET,A,179,,,1,E GULF,6,10,W,0,0,1,1,,,,,,,,59.942,-148.450,W,CAPE PUGET,,1,,PUGET,589,0,73,,,,,,,
CAPE RESURRECTION,1006,CAPE RESURRECTION,A,182A,1,FROM,1,E GULF,6,10,W,0,0,0,0,,,,,,,,59.861,-149.282,W,CAPE RESURRECTION/A,CAPE RESURRECTION,1,,RESUR,703,0,76,,,,,updated 3/12/14,,
CAPE RESURRECTION,1006,CAPE RESURRECTION/B,B,182B,2,,0,E GULF,6,10,W,0,0,0,0,,,,,,,,59.880,-149.292,W,CAPE RESURRECTION/B,CAPE RESURRECTION,1,,RESUR,703,0,76,,,,,updated 3/12/14,,
CAPE RESURRECTION,1006,CAPE RESURRECTION/C,C,182C,3,TO,0,E GULF,6,10,W,0,0,0,0,,,,,,,,59.891,-149.302,W,CAPE RESURRECTION/C,CAPE RESURRECTION,1,,RESUR,703,0,76,,,,,updated 3/12/14,,
CAPE ST. ELIAS,1007,CAPE ST. ELIAS,A,163A,,,1,E GULF,6,10,W,0,1,1,1,,,,1,1,1,1,59.789,-144.603,W,CAPE ST. ELIAS/A,CAPE ST. ELIAS,1,,ELIAS,57,0,59,,4,SLAB-ROCK ,"""S, SW""",,,
CAPE ST. ELIAS,1007,CAPE ST. ELIAS/B,B,163B,,,1,E GULF,6,10,W,0,1,1,1,,,,1,1,1,1,59.762,-144.591,W,CAPE ST. ELIAS/B,CAPE ST. ELIAS,1,,ELIAS,57,0,59,,4,,,ADDED 9/25/2015,,
CHISWELL ISLANDS,1008,CHISWELL ISLANDS,A,185,,,1,E GULF,6,10,W,1,1,1,1,,1,1,1,,,,59.602,-149.571,W,CHISWELL ISLANDS,CHISWELL ISLANDS,1,,CHISW,817,0,79,,4,SLAB-ROCK ,SW,,,
CHISWELL ISLANDS,1008,CHISWELL ISLANDS/B,C,185B,,,1,E GULF,6,10,W,1,1,1,1,,1,1,1,,,,59.615,-149.600,W,CHISWELL ISLANDS,CHISWELL ISLANDS,1,,CHISW,817,0,79,,4,SLAB-ROCK ,SW,,,
CHISWELL ISLANDS,1008,NATOA (GROTTO),B,562,,,1,E GULF,6,10,W,0,0,0,0,,,,,,,,59.632,-149.600,W,NATOA (GROTTO),CHISWELL ISLANDS,1,,,,,,,,,,,,
DANGER,1009,DANGER,A,176,,,1,E GULF,6,10,W,0,0,0,0,,,,,,,,59.918,-148.097,W,DANGER,,1,,DANGR,475,2,70.2,2,6,OFFSHORE R,,,,
DUTCH GROUP,1010,DUTCH GROUP,A,587,,,1,E GULF,6,10,W,0,0,0,0,,,,,1,,1,60.766,-147.773,W,DUTCH GROUP,,,,,,,,,,,,,,
FOX,1037,FOX,A,622,,,0,E GULF,6,10,W,0,0,0,0,,,,,,,,60.164,-144.604,W,,,,,,,,,,,,,NEW SITE IN 2017,,
GLACIER,1014,GLACIER,A,169,,,1,E GULF,6,10,W,0,1,1,1,,,,,1,1,1,60.853,-147.153,W,GLACIER,,1,,GLACR,285,0,65,,4,SLAB-ROCK ,S,,,
GRANITE CAPE,1016,GRANITE CAPE,A,186,,,1,E GULF,6,10,W,0,0,0,1,,,,,,,,59.608,-149.760,W,GRANITE CAPE,,1,,GRNIT,855,0,80,,,,,,,
HOOK POINT,1017,HOOK POINT,A,164,,,1,E GULF,6,10,W,0,0,0,1,,,,1,1,,1,60.331,-146.260,W,HOOK POINT,,1,,HOOKP,95,0,60,,6,OFFSHORE R,SW,,,
MIDDLETON,1018,MIDDLETON,A,168,,,1,E GULF,6,10,W,0,0,0,0,,,,1,,1,1,59.472,-146.313,W,MIDDLETON,,1,,MDLTN,247,0,64,,,,,,,
PERRY,1024,PERRY,A,172,,,1,E GULF,6,10,W,0,0,0,1,,,,1,1,1,1,60.735,-147.905,W,PERRY,,1,,PERRY,399,0,68,,,,,,,
PILOT ROCK,1038,PILOT ROCK,A,623,,,0,E GULF,6,10,W,0,0,0,0,,,,,,,,59.742,-149.471,W,,,,,,,,,,,,,"NEW SITE IN 2017, NEAR NO NAME",,
PLEIADES,1025,PLEIADES,A,173,,,1,E GULF,6,10,W,0,0,0,0,,,,,,,,60.242,-148.008,W,PLEIADES,,1,,PLEAD,437,0,69,,,,,,,
POINT ELEANOR,1026,POINT ELEANOR,A,170,,,1,E GULF,6,10,W,0,0,0,0,,,,1,,1,1,60.583,-147.567,W,POINT ELEANOR,,1,,ELNOR,323,0,66,,5,OFFSHORE S,NE,,,
POINT ELRINGTON,1027,POINT ELRINGTON,A,177,,,1,E GULF,6,10,W,0,1,1,1,,,,1,1,1,1,59.934,-148.248,W,POINT ELRINGTON,,1,,ELRNG,513,0,71,,"""5,6,4""","""OFFSHORE ","""S,W""",,,
POINT LaTOUCHE,1028,POINT LaTOUCHE,A,175,,,1,E GULF,6,10,W,0,0,0,0,,,,,,,,59.940,-148.050,W,POINT LaTOUCHE,,1,,LATOU,475,1,70.1,2,6,OFFSHORE R,,,,
PROCESSION ROCKS,1029,PROCESSION ROCKS,A,178,,,1,E GULF,6,10,W,0,0,0,1,,,,,,,,60.006,-148.290,W,PROCESSION ROCKS,,1,,PRCSN,551,0,72,,0,0,,,,
RABBIT,1030,RABBIT,A,189,,,1,E GULF,6,10,W,0,0,0,1,,,,,,,,59.363,-150.380,W,RABBIT,,1,,RABIT,969,0,83,,,,,,,
RUGGED,1031,RUGGED,A,183A,1,FROM,1,E GULF,6,10,W,0,1,1,1,,,,,1,1,1,59.833,-149.385,W,RUGGED/A,RUGGED,1,,RGGD1,741,0,77,,3*4,BOULDER BE,ALL,,,
RUGGED,1031,RUGGED/B,B,183B,2,TO,0,E GULF,6,10,W,0,1,1,1,,,,,1,1,1,59.850,-149.412,W,RUGGED/B,RUGGED,1,,RGGD1,741,0,77,,3*4,BOULDER BE,ALL,,,
